No,入札方式,工種（業種）,資格点数,予定価格（税抜）,工事概要（業務概要）,発注機関,工事場所,指名業者・応札業者
429,一般競争,電気通信工事,703.0,9440000,,飯田建設事務所,和田,日本無線株式会社北信越支社
430,総合評価,土木一式工事,953.0,391550000,ボックスカルバート工,飯田建設事務所,飯田市,勝間田建設（株）、（株）カリス、木下建設（株）、北沢建設（株）
431,総合評価,土木一式工事,953.0,180910000,道路築造工,飯田建設事務所,下伊那郡松川町,（株）カリス、（株）三六組、（株）トライネット、小木曽建設（株）
432,総合評価,土木一式工事,953.0,209030000,道路築造工,飯田建設事務所,下伊那郡松川町,小木曽建設（株）、（株）カリス、（株）三六組、（株）トライネット、勝間田建設（株）、神稲建設（株）、北沢建設（株）
433,受注希望,土木一式工事,741.0,16150000,鴨目工 土止工 フトン篭工 横孔ボーリング工 鳥原工 排水路工,南信州地域振興局,下伊那郡阿南町,南信土木建築（有）
434,受注希望,土木一式工事,741.0,非公開,堆積土除去工 樹木除去工 支障木伐採工,飯田建設事務所,飯田市,
435,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 根継工,飯田建設事務所,下伊那郡松川町,
436,受注希望,土木一式工事,812.0,72870000,河川災害復旧工 護岸工 蛇籠工,飯田建設事務所,飯田市,池端工業（株）
437,受注希望,土木一式工事,812.0,36560000,河川災害復旧工 護岸工 底張工 道路災害復旧工 コンクリート吹付工,飯田建設事務所,飯田市,木下工業（株）
438,受注希望,土木一式工事,812.0,83820000,河川災害復旧工 護岸工 道路災害復旧工 土留めブロック積工 路側防護柵工,飯田建設事務所,飯田市,（株）近藤工務店、池端工業（株）、（株）南建設
439,受注希望,土木一式工事,812.0,38620000,道路災害復旧工,飯田建設事務所,下伊那郡阿南町,（株）サンテクト
440,受注希望,土木一式工事,741.0,27170000,道路築造工 排水工 舗装工,飯田建設事務所,飯田市,三建建設（有）、小池建設（株）、（有）畑中工務所、田中工業（有）、（有）今村工務所、（有）雄長組、（株）パテック、太田土建（有）、宮嘉建設（有）、（有）代田工業、（有）竹村工務所、道栄建設（株）、クラウニング（株）
441,受注希望,土木一式工事,812.0,73600000,道路災害復旧工 土留ブロック張工 路側防護柵工 河川災害復旧工 護岸工 県単河川維持工 堆積土除去工,飯田建設事務所,飯田市,（株）南建設、池端工業（株）、（株）近藤工務店、（株）金田組
442,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 底張工 道路災害復旧工 土留工,飯田建設事務所,飯田市,
443,総合評価,とび・土工・コンクリート工事,756.0,非公開,橋梁耐震補強工 橋面補修工 伸縮継手補修工 主桁補修工,飯田建設事務所,下伊那郡阿南町,
444,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 根継工,飯田建設事務所,下伊那郡松川町,
445,受注希望,土木一式工事,812.0,非公開,道路災害復旧工 盛土工 土留めブロック積工 土留工 落石防護柵工 断面修復工 打換工 路側防護柵工 河川災害復旧工 護岸工 根継工 帯工 蛇籠工,飯田建設事務所,飯田市,
446,受注希望,土木一式工事,657.0,非公開,河川災害復旧工 護岸工 底張工,飯田建設事務所,下伊那郡松川町,
447,受注希望,土木一式工事,657.0,10720000,土止工,南信州地域振興局,下伊那郡泰阜村,宮下建設（有）、宮嘉建設（有）
448,受注希望,土木一式工事,,4410000,山腹工,南信州地域振興局,喬木村,（株）内山組
449,受注希望,土木一式工事,811.0,非公開,排水路工,南信州地域振興局,下伊那郡豊丘村,
450,受注希望,土木一式工事,812.0,128870000,河川災害復旧工 護岸工,飯田建設事務所,下伊那郡豊丘村,小木曽建設（株）
451,受注希望,土木一式工事,812.0,107450000,河川災害復旧工 護岸工 帯工 根固めブロック工 道路災害復旧工,飯田建設事務所,下伊那郡松川町,シブキヤ建設（株）
452,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 根継工 底張工,飯田建設事務所,飯田市,
453,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 根継工,飯田建設事務所,飯田市,
454,受注希望,土木一式工事,657.0,非公開,河川災害復旧工 護岸工 根継工,飯田建設事務所,上村,
455,受注希望,土木一式工事,741.0,25480000,道路災害復旧工 コンクリート吹付工 簡易吹付法枠工 大型ブロック積工,飯田建設事務所,下伊那郡泰阜村,宮下建設（有）、太田土建（有）、道栄建設（株）、南部建設（有）、（有）今村工務所
456,受注希望,とび・土工・コンクリート工事,756.0,25100000,道路災害復旧工 吹付枠工,飯田建設事務所,飯田市,（有）代田工業、太田土建（有）、宮下建設（有）、（株）シノダ、（株）清信建設興業、宮嘉建設（有）
457,受注希望,土木一式工事,812.0,60440000,道路災害復旧工 法面工 落石防護工,飯田建設事務所,下伊那郡阿南町,（株）三六組、（株）パテック、（有）新野工務店、古田工業（株）
458,受注希望,舗装工事,825.0,9960000,舗装修繕工,飯田建設事務所,下伊那郡松川町,神稲建設（株）、木下建設（株）、高本建設（株）、小木曽建設（株）
459,総合評価,土木一式工事,812.0,137960000,道路築造工 崩落土掘削工 路体盛土工 路床盛土工 排水施設工,飯田建設事務所,下伊那郡喬木村,小池建設（株）、中川建設（有）
460,総合評価,土木一式工事,812.0,58190000,橋梁下部工 護岸工,飯田建設事務所,下伊那郡喬木村,大平建設（株）
461,総合評価,土木一式工事,953.0,115650000,床固工 帯工 護岸工,飯田建設事務所,下伊那郡阿智村,（株）シノダ、金本建設（株）、クラウニング（株）
462,受注希望,土木一式工事,812.0,48810000,河川災害復旧工 護岸工,飯田建設事務所,下伊那郡豊丘村,（有）尾畑組、（有）北原土木
463,総合評価,土木一式工事,812.0,78410000,橋梁下部工 護岸工,飯田建設事務所,下伊那郡喬木村,小池建設（株）、大平建設（株）
464,受注希望,土木一式工事,812.0,68070000,帯工 護床工 護岸工 巨石張工 河床整理工,飯田建設事務所,飯田市,（株）トライネット
465,受注希望,土木一式工事,812.0,85120000,河川災害復旧工 護岸工 道路災害復旧工,飯田建設事務所,下伊那郡売木村,（株）カリス
466,受注希望,とび・土工・コンクリート工事,756.0,15400000,地すべり防止工 集水ボーリング工 集水管洗浄工 排水管洗浄工,飯田建設事務所,合原工区,北沢建設（株）
467,受注希望,土木一式工事,812.0,98180000,道路災害復旧工 大型ブロック積工,飯田建設事務所,下伊那郡大鹿村,（株）吉野組、木下建設（株）
468,総合評価,とび・土工・コンクリート工事,841.0,53680000,崩壊土砂防止柵工,飯田建設事務所,飯田市,池端工業（株）、北沢建設（株）
469,総合評価,とび・土工・コンクリート工事,841.0,192970000,法面対策工 コンクリート吹付工 法面排土工 ポケット式ロックネット工,飯田建設事務所,下伊那郡喬木村,神稲建設（株）、金本建設（株）、（株）トライネット、（株）三六組、小池建設（株）、野島建設（株）、南信土木建築（有）
470,受注希望,土木一式工事,812.0,75620000,河川災害復旧工 護岸工 道路災害復旧工,飯田建設事務所,下伊那郡阿智村,南信土木建築（有）、（株）カリス、古田工業（株）
471,総合評価,とび・土工・コンクリート工事,841.0,54040000,落石対策工 ポケット式落石防護網工 法面対策工 簡易吹付法枠工,飯田建設事務所,下伊那郡阿智村から阿南町,金本建設（株）、北沢建設（株）、南信土木建築（有）、（株）パテック、（株）清信建設興業、伊賀良建設（株）、（株）シノダ
472,受注希望,土木一式工事,657.0,12490000,道路拡幅工,飯田建設事務所,下伊那郡阿南町,（有）今村工務所、南部建設（有）、（有）畑中工務所、道栄建設（株）、（有）新井工務店、太田土建（有）、（有）ヒラサワ
473,総合評価,土木一式工事,953.0,86650000,歩道新設工,飯田建設事務所,上市,（株）三六組、高本建設（株）
474,総合評価,土木一式工事,812.0,66440000,道路築造工,飯田建設事務所,飯田市,（株）カリス、高本建設（株）、（株）パテック、三建建設（有）、（株）下平組、（株）内山組
475,総合評価,とび・土工・コンクリート工事,756.0,45430000,法面対策工 モルタル吹付工,飯田建設事務所,下伊那郡天龍村から阿南町,（有）畑中工務所、（有）新野工務店、北沢建設（株）、（株）金田組、（有）福士組、金本建設（株）
476,受注希望,土木一式工事,812.0,非公開,河川災害復旧工 護岸工 根継工 底張工 道路災害復旧工 土留工 県単河川改修工,飯田建設事務所,飯田市,
477,総合評価,鋼構造物工事,840.0,非公開,橋梁上部工,飯田建設事務所,下伊那郡喬木村,
